,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impr
40,38,33,28,0,29,30,31,35,36,37,34,32,43,44,45,46,47,10,6,3,1,2,4,5,7,8,9,11,12,13,14,15,16,19,17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,66,67,65,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,81,80,69,68,79,78,39,48,42,41,0.05795460657586826
77,87,88,89,86,90,82,81,80,69,68,79,78,39,48,42,41,40,38,33,28,0,29,30,31,35,36,37,34,32,43,44,45,46,47,10,6,3,1,2,4,5,7,8,9,11,12,13,14,15,16,19,17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,66,67,65,63,70,71,72,74,73,83,84,85,-0.1077622095408497
70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,81,80,69,68,79,78,39,48,42,41,40,38,33,28,0,29,30,31,35,36,37,34,32,43,44,45,46,47,10,6,3,1,2,4,5,7,8,9,11,12,13,14,15,16,19,17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,66,67,65,63,-0.6864814657558505
41,39,38,37,36,35,31,30,29,0,28,34,33,32,43,44,45,46,47,10,6,3,1,2,4,5,7,8,9,11,12,13,14,15,16,19,17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,67,66,65,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,80,81,69,68,79,78,40,48,42,-0.04022240300025537
42,41,39,38,37,36,35,31,30,29,0,28,34,33,32,43,44,45,46,47,10,6,3,1,2,4,5,7,8,9,11,12,13,14,15,16,19,17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,67,66,65,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,80,81,69,68,79,78,40,48,-2.4683830485417
7,8,9,11,12,13,14,15,16,19,17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,67,66,65,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,80,81,69,68,79,78,40,48,42,41,39,38,37,36,35,31,30,29,0,28,34,33,32,43,44,45,46,47,10,6,3,1,2,4,5,-0.6176167444157965
17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,67,66,65,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,80,81,69,68,79,78,40,48,42,41,39,38,37,36,35,31,30,29,0,28,34,33,32,43,44,45,46,47,10,6,3,1,2,4,5,7,8,9,11,12,13,14,15,16,19,-1.2384675815986146
65,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,80,81,69,68,79,78,40,48,42,41,39,38,37,36,35,31,30,29,0,28,34,33,32,43,44,45,46,47,10,6,3,1,2,4,5,7,8,9,11,12,13,14,15,16,19,17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,67,66,-0.6142589607396367
21,26,23,20,16,18,19,15,13,12,5,8,9,7,3,4,2,0,30,28,31,37,36,34,38,40,45,44,48,41,43,39,42,49,52,51,53,55,58,59,61,66,64,67,65,63,62,60,70,71,73,74,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,72,68,57,1,69,50,14,46,54,29,35,11,6,10,33,32,47,56,25,24,27,22,17,2.0510585618664177
19,15,13,12,5,8,9,7,3,4,2,0,30,28,31,37,36,34,38,40,45,44,48,41,43,39,42,49,52,51,53,55,58,59,61,66,64,67,65,63,62,60,70,71,73,74,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,72,68,57,1,69,50,14,46,54,29,35,11,6,10,33,32,47,56,25,24,27,22,17,21,26,23,20,16,18,1.461266516294633
47,56,25,24,27,22,17,21,26,23,20,16,18,19,15,13,12,5,8,9,7,3,4,2,0,30,28,31,37,36,34,38,40,45,44,48,41,43,39,42,49,52,51,53,55,58,59,61,66,64,67,65,63,62,60,70,71,73,74,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,72,68,57,1,69,50,14,46,54,29,35,11,6,10,33,32,28.022982389614562
86,93,95,94,92,91,76,75,72,68,57,1,69,50,14,46,54,29,35,11,6,10,33,32,47,56,25,24,27,22,17,21,26,23,20,16,18,19,15,13,12,5,8,9,7,3,4,2,0,30,28,31,37,36,34,38,40,45,44,48,41,43,39,42,49,52,51,53,55,58,59,61,66,64,67,65,63,62,60,70,71,73,74,84,85,87,77,83,82,81,80,78,79,90,89,88,-2.490142120962881
75,72,68,57,1,69,50,14,46,54,29,35,11,6,10,33,32,47,56,25,24,27,22,17,21,26,23,20,16,18,19,15,13,12,5,8,9,7,3,4,2,0,30,28,31,37,36,34,38,40,45,44,48,41,43,39,42,49,52,51,53,55,58,59,61,66,64,67,65,63,62,60,70,71,73,74,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,5.342892593421745
21,20,18,17,19,16,15,46,54,29,35,11,6,10,33,32,47,56,63,62,60,61,59,58,55,53,51,52,49,42,39,43,41,48,44,45,40,38,34,36,37,31,28,30,0,2,4,3,7,9,8,5,12,13,14,50,1,57,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,2.423778262425511
68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,46,54,29,35,11,6,10,33,32,47,56,63,62,60,61,59,58,55,53,51,52,49,42,39,43,41,48,44,45,40,38,34,36,37,31,28,30,0,2,4,3,7,9,8,5,12,13,14,50,1,57,8.949726787804984
83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,46,54,29,35,11,6,10,33,32,47,56,63,62,60,61,59,58,55,53,51,52,49,42,39,43,41,48,44,45,40,38,34,36,37,31,28,30,0,2,4,3,7,9,8,5,12,13,14,50,1,57,68,69,73,84,85,87,77,2.7337168670173835
72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,46,54,29,35,11,6,10,33,32,47,56,63,62,60,61,59,58,55,53,51,52,49,42,39,43,41,48,44,45,40,38,34,36,37,31,28,30,0,2,4,3,7,9,8,5,12,13,14,50,1,57,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,-1.5639793762701473
2,4,3,7,9,8,5,12,13,14,50,1,57,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,46,54,29,35,11,6,10,33,32,47,56,63,62,60,61,59,58,55,53,51,52,49,42,39,43,41,48,44,45,40,38,34,36,37,31,28,30,0,18.06827142133647
47,32,33,10,54,46,50,57,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,0,28,30,31,35,36,37,34,43,41,48,44,45,40,38,39,42,49,52,51,53,55,58,59,61,60,62,63,56,18.77955342047165
95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,0,28,30,31,35,36,37,34,43,41,48,44,45,40,38,39,42,49,52,51,53,55,58,59,61,60,62,63,56,47,32,33,10,54,46,50,57,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,-6.376402257887673
67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,0,28,30,31,35,36,37,34,43,41,48,44,45,40,38,39,42,49,52,51,53,55,58,59,61,60,62,63,56,47,32,33,10,54,46,50,57,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,-3.7451443688671358
16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,0,28,30,31,35,36,37,34,43,41,48,44,45,40,38,39,42,49,52,51,53,55,58,59,61,60,62,63,56,47,32,33,10,54,46,50,57,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,-0.371818591265332
20,18,17,19,16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,0,28,30,31,35,36,37,34,43,41,48,44,45,40,38,39,42,49,52,51,53,55,58,59,61,60,62,63,56,47,32,33,10,54,46,50,57,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,-0.3704162908144113
42,48,54,50,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,0,28,30,31,35,36,37,34,33,43,44,10,32,45,46,47,57,53,59,63,62,61,60,58,56,55,52,51,49,41,40,38,39,0.00841328460438362
72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,0,28,30,31,35,36,37,34,33,43,44,10,32,45,46,47,57,53,59,63,62,61,60,58,56,55,52,51,49,41,40,38,39,42,48,54,50,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,-1.5639793762701473
0,28,30,31,35,36,37,34,33,43,44,10,32,45,46,47,57,53,59,63,62,61,60,58,56,55,52,51,49,41,40,38,39,42,48,54,50,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,-0.16522966285253737
80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,0,28,30,31,35,36,37,34,33,43,44,10,32,45,46,47,57,53,59,63,62,61,60,58,56,55,52,51,49,41,40,38,39,42,48,54,50,68,69,73,84,85,87,77,83,82,81,0.7683426284844384
28,30,31,35,36,37,34,33,43,44,10,32,45,46,47,57,53,59,63,62,61,60,58,56,55,52,51,49,41,40,38,39,42,48,54,50,68,69,73,84,85,87,77,83,82,81,80,78,79,90,89,88,86,93,95,94,92,91,76,75,74,72,71,70,66,67,65,64,25,23,24,26,27,22,21,20,18,17,19,16,15,14,13,12,11,9,6,8,7,5,4,3,1,2,29,0,3.3897425002375243
51,49,48,42,41,39,38,40,50,54,68,69,73,77,87,85,84,86,88,89,90,79,78,80,82,81,83,93,95,94,92,91,76,75,74,72,71,70,60,61,62,63,67,66,65,64,27,26,25,23,24,22,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,44,43,45,46,47,57,53,59,58,56,55,52,-3.540874774378203
36,37,34,33,32,10,44,43,45,46,47,57,53,59,58,56,55,52,51,49,48,42,41,39,38,40,50,54,68,69,73,77,87,85,84,86,88,89,90,79,78,80,82,81,83,93,95,94,92,91,76,75,74,72,71,70,60,61,62,63,67,66,65,64,27,26,25,23,24,22,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,-3.423654226920357
72,71,70,60,61,62,63,67,66,65,64,27,26,25,23,24,22,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,44,43,45,46,47,57,53,59,58,56,55,52,51,49,48,42,41,39,38,40,50,54,68,69,73,77,87,85,84,86,88,89,90,79,78,80,82,81,83,93,95,94,92,91,76,75,74,0.18835057045291137
80,82,81,83,93,95,94,92,91,76,75,74,72,71,70,60,61,62,63,67,66,65,64,27,26,25,23,24,22,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,44,43,45,46,47,57,53,59,58,56,55,52,51,49,48,42,41,39,38,40,50,54,68,69,73,77,87,85,84,86,88,89,90,79,78,0.5369405700006382
46,47,57,53,59,58,56,55,52,51,49,48,42,41,39,38,40,50,54,68,69,73,77,87,85,84,86,88,89,90,79,78,80,82,81,83,93,95,94,92,91,76,75,74,72,71,70,60,61,62,63,67,66,65,64,27,26,25,23,24,22,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,32,10,44,43,45,-2.011426173374584
74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,22,24,23,25,27,26,60,61,62,63,67,66,65,64,95,93,94,92,91,76,75,71,70,72,-1.4948857156397608
17,18,20,21,22,24,23,25,27,26,60,61,62,63,67,66,65,64,95,93,94,92,91,76,75,71,70,72,74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,-1.3189008706575072
75,71,70,72,74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,22,24,23,25,27,26,60,61,62,63,67,66,65,64,95,93,94,92,91,76,-4.33824816233153
11,12,13,14,15,16,19,17,18,20,21,22,24,23,25,27,26,60,61,62,63,67,66,65,64,95,93,94,92,91,76,75,71,70,72,74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,-6.121406382207539
18,20,21,22,24,23,25,27,26,60,61,62,63,67,66,65,64,95,93,94,92,91,76,75,71,70,72,74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,-0.371818591265332
30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,22,24,23,25,27,26,62,61,60,63,67,66,65,64,95,93,94,92,91,76,75,71,70,72,74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,43,32,33,34,37,36,35,31,-2.3949204139039733
43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,22,24,23,25,27,26,62,61,60,63,67,66,65,64,95,93,94,92,91,76,75,71,70,72,74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,-2.6787847971871077
37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,22,24,23,25,27,26,62,61,60,63,67,66,65,64,95,93,94,92,91,76,75,71,70,72,74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,43,32,33,34,-3.423654226920357
54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,22,24,23,25,27,26,62,61,60,63,67,66,65,64,95,93,94,92,91,76,75,71,70,72,74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,-1.3662703969308474
62,61,60,63,67,66,65,64,95,93,94,92,91,76,75,71,70,72,74,73,77,87,88,89,86,85,84,83,81,80,82,90,79,78,69,68,54,50,40,38,39,41,42,48,49,51,52,55,56,58,59,57,53,47,46,45,10,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,22,24,23,25,27,26,-1.4470058043135658
49,48,39,41,45,10,11,3,42,91,92,94,95,93,64,27,24,57,69,72,75,71,70,67,63,60,53,44,43,33,37,36,30,31,28,34,32,40,38,0,2,7,6,9,13,14,8,4,1,29,35,78,82,81,90,83,84,86,87,89,80,85,88,77,76,73,74,79,23,5,12,15,17,18,19,20,21,16,25,22,26,62,66,65,61,59,58,56,52,47,46,51,54,68,55,50,6.2525963280425
69,72,75,71,70,67,63,60,53,44,43,33,37,36,30,31,28,34,32,40,38,0,2,7,6,9,13,14,8,4,1,29,35,78,82,81,90,83,84,86,87,89,80,85,88,77,76,73,74,79,23,5,12,15,17,18,19,20,21,16,25,22,26,62,66,65,61,59,58,56,52,47,46,51,54,68,55,50,49,48,39,41,45,10,11,3,42,91,92,94,95,93,64,27,24,57,16.38436347793767
42,91,92,94,95,93,64,27,24,57,69,72,75,71,70,67,63,60,53,44,43,33,37,36,30,31,28,34,32,40,38,0,2,7,6,9,13,14,8,4,1,29,35,78,82,81,90,83,84,86,87,89,80,85,88,77,76,73,74,79,23,5,12,15,17,18,19,20,21,16,25,22,26,62,66,65,61,59,58,56,52,47,46,51,54,68,55,50,49,48,39,41,45,10,11,3,20.234826836794205
9,13,14,8,4,1,29,35,78,82,81,90,83,84,86,87,89,80,85,88,77,76,73,74,79,23,5,12,15,17,18,19,20,21,16,25,22,26,62,66,65,61,59,58,56,52,47,46,51,54,68,55,50,49,48,39,41,45,10,11,3,42,91,92,94,95,93,64,27,24,57,69,72,75,71,70,67,63,60,53,44,43,33,37,36,30,31,28,34,32,40,38,0,2,7,6,15.756821354260543
43,33,37,36,30,31,28,34,32,40,38,0,2,7,6,9,13,14,8,4,1,29,35,78,82,81,90,83,84,86,87,89,80,85,88,77,76,73,74,79,23,5,12,15,17,18,19,20,21,16,25,22,26,62,66,65,61,59,58,56,52,47,46,51,54,68,55,50,49,48,39,41,45,10,11,3,42,91,92,94,95,93,64,27,24,57,69,72,75,71,70,67,63,60,53,44,3.034455162953215
61,65,66,62,26,22,24,57,69,72,75,71,70,67,63,60,53,23,79,74,73,76,77,88,85,80,89,87,86,84,83,90,81,82,78,35,29,1,2,0,38,40,32,34,28,31,30,36,37,33,43,44,10,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,9,8,45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,59,6.840432335731293
25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,9,8,45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,59,61,65,66,62,26,22,24,57,69,72,75,71,70,67,63,60,53,23,79,74,73,76,77,88,85,80,89,87,86,84,83,90,81,82,78,35,29,1,2,0,38,40,32,34,28,31,30,36,37,33,43,44,10,42,91,92,94,95,93,64,27,3.4562756063677256
45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,59,61,65,66,62,26,22,24,57,69,72,75,71,70,67,63,60,53,23,79,74,73,76,77,88,85,80,89,87,86,84,83,90,81,82,78,35,29,1,2,0,38,40,32,34,28,31,30,36,37,33,43,44,10,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,9,8,19.215152862253255
29,1,2,0,38,40,32,34,28,31,30,36,37,33,43,44,10,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,9,8,45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,59,61,65,66,62,26,22,24,57,69,72,75,71,70,67,63,60,53,23,79,74,73,76,77,88,85,80,89,87,86,84,83,90,81,82,78,35,8.096714688789888
72,75,71,70,67,63,60,53,23,79,74,73,76,77,88,85,80,89,87,86,84,83,90,81,82,78,35,29,1,2,0,38,40,32,34,28,31,30,36,37,33,43,44,10,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,9,8,45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,59,61,65,66,62,26,22,24,57,69,23.500121035486515
62,26,63,65,66,67,75,74,79,45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,69,71,70,72,73,76,77,88,85,80,89,87,86,84,83,90,81,82,78,35,29,1,2,0,38,40,44,43,33,37,36,30,31,28,34,32,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,-1.3259606667144581
86,84,83,90,81,82,78,35,29,1,2,0,38,40,44,43,33,37,36,30,31,28,34,32,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,79,45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,69,71,70,72,73,76,77,88,85,80,89,87,4.840191765538449
6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,79,45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,69,71,70,72,73,76,77,88,85,80,89,87,86,84,83,90,81,82,78,35,29,1,2,0,38,40,44,43,33,37,36,30,31,28,34,32,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,2.0580049989755347
1,2,0,38,40,44,43,33,37,36,30,31,28,34,32,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,79,45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,69,71,70,72,73,76,77,88,85,80,89,87,86,84,83,90,81,82,78,35,29,6.892667691305279
76,77,88,85,80,89,87,86,84,83,90,81,82,78,35,29,1,2,0,38,40,44,43,33,37,36,30,31,28,34,32,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,79,45,41,39,48,49,50,55,68,54,51,46,47,52,56,58,69,71,70,72,73,10.063487556749898
86,87,89,80,85,88,77,76,73,72,69,79,68,54,51,46,47,52,50,49,48,41,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,44,43,34,37,36,30,31,28,33,1,2,0,29,35,78,82,81,90,83,84,6.198992001542872
83,84,86,87,89,80,85,88,77,76,73,72,69,79,68,54,51,46,47,52,50,49,48,41,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,44,43,34,37,36,30,31,28,33,1,2,0,29,35,78,82,81,90,11.211695861884598
21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,44,43,34,37,36,30,31,28,33,1,2,0,29,35,78,82,81,90,83,84,86,87,89,80,85,88,77,76,73,72,69,79,68,54,51,46,47,52,50,49,48,41,42,91,92,94,95,93,64,27,25,-7.3906632881045855
30,31,28,33,1,2,0,29,35,78,82,81,90,83,84,86,87,89,80,85,88,77,76,73,72,69,79,68,54,51,46,47,52,50,49,48,41,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,44,43,34,37,36,3.753538762733431
77,76,73,72,69,79,68,54,51,46,47,52,50,49,48,41,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,44,43,34,37,36,30,31,28,33,1,2,0,29,35,78,82,81,90,83,84,86,87,89,80,85,88,4.840191765538449
44,43,34,35,30,31,29,0,1,2,28,33,36,37,79,78,80,81,82,90,89,88,86,83,84,85,87,77,76,73,72,69,68,50,54,51,46,47,52,49,48,41,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,-1.4702552689643156
18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,44,43,34,35,30,31,29,0,1,2,28,33,36,37,79,78,80,81,82,90,89,88,86,83,84,85,87,77,76,73,72,69,68,50,54,51,46,47,52,49,48,41,42,91,92,94,95,93,64,27,25,21,20,-1.3189008706575072
90,89,88,86,83,84,85,87,77,76,73,72,69,68,50,54,51,46,47,52,49,48,41,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,44,43,34,35,30,31,29,0,1,2,28,33,36,37,79,78,80,81,82,-3.9292284367088754
3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,44,43,34,35,30,31,29,0,1,2,28,33,36,37,79,78,80,81,82,90,89,88,86,83,84,85,87,77,76,73,72,69,68,50,54,51,46,47,52,49,48,41,42,91,92,94,95,93,64,27,25,21,20,18,17,19,16,15,14,11,12,13,9.144809567969737
25,21,20,18,17,19,16,15,14,11,12,13,3,7,4,5,6,8,9,10,23,22,24,53,57,59,60,61,62,26,63,65,66,67,75,74,71,70,58,55,56,40,39,38,32,45,44,43,34,35,30,31,29,0,1,2,28,33,36,37,79,78,80,81,82,90,89,88,86,83,84,85,87,77,76,73,72,69,68,50,54,51,46,47,52,49,48,41,42,91,92,94,95,93,64,27,-5.001978813554782
33,28,0,29,31,30,35,34,38,39,40,41,42,48,43,32,44,45,10,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,23,22,24,47,46,53,57,59,60,61,62,91,92,94,95,93,64,63,65,66,67,75,74,71,70,58,55,56,51,49,52,54,50,68,69,72,73,76,77,87,85,84,83,86,88,89,90,82,81,80,78,79,37,36,7.4155613600657455
