,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,score,opt_d,step
74,91,88,81,90,80,69,57,53,22,20,16,14,11,9,12,8,7,3,5,6,4,2,10,13,24,17,18,51,63,25,73,89,30,31,82,19,15,79,1,78,0,52,49,42,41,38,48,39,33,36,37,34,43,45,47,46,44,32,28,29,35,40,50,55,56,54,68,58,70,75,76,72,71,61,60,59,62,66,67,64,27,21,23,26,65,93,95,94,92,77,87,85,84,86,83,-1266.8844276866716,1214.8010943533384,10
83,74,91,88,81,90,80,69,57,53,22,20,16,14,11,9,12,8,7,3,5,6,4,2,10,13,24,17,18,51,63,25,73,89,30,31,82,19,15,79,1,78,0,52,49,42,41,38,48,39,33,36,37,34,43,45,47,46,44,32,28,29,35,40,50,55,56,54,68,58,70,75,76,72,71,61,60,59,62,66,67,64,27,21,23,26,65,93,95,94,92,77,87,85,84,86,-1301.0554826717814,1248.9721493384482,10
31,82,19,15,79,1,78,0,52,49,42,41,38,48,39,33,36,37,34,43,45,47,46,44,32,28,29,35,40,50,55,56,54,68,58,70,75,76,72,71,61,60,59,62,66,67,64,27,21,23,26,65,93,95,94,92,77,87,85,84,86,83,74,91,88,81,90,80,69,57,53,22,20,16,14,11,9,12,8,7,3,5,6,4,2,10,13,24,17,18,51,63,25,73,89,30,-1219.4084343192967,1167.3251009859634,10
84,86,83,74,91,88,81,90,80,69,57,53,22,20,16,14,11,9,12,8,7,3,5,6,4,2,10,13,24,17,18,51,63,25,73,89,30,31,82,19,15,79,1,78,0,52,49,42,41,38,48,39,33,36,37,34,43,45,47,46,44,32,28,29,35,40,50,55,56,54,68,58,70,75,76,72,71,61,60,59,62,66,67,64,27,21,23,26,65,93,95,94,92,77,87,85,-1305.0343459924188,1252.9510126590856,10
32,10,43,34,33,31,35,28,36,0,29,30,1,4,6,3,9,12,15,19,20,17,25,26,64,65,63,60,70,58,55,69,56,59,24,47,54,41,37,45,68,80,81,83,84,77,73,72,75,76,85,89,87,74,67,71,66,61,22,21,62,23,27,95,92,86,88,94,82,91,57,46,13,11,14,8,5,53,16,7,93,90,40,18,2,78,79,51,50,52,49,42,38,39,48,44,-1422.7721089526783,1370.688775619345,10
31,35,28,36,0,29,30,1,4,6,3,9,12,15,19,20,17,25,26,64,65,63,60,70,58,55,69,56,59,24,47,54,41,37,45,68,80,81,83,84,77,73,72,75,76,85,89,87,74,67,71,66,61,22,21,62,23,27,95,92,86,88,94,82,91,57,46,13,11,14,8,5,53,16,7,93,90,40,18,2,78,79,51,50,52,49,42,38,39,48,44,32,10,43,34,33,-1449.6283506915624,1397.5450173582292,10
41,37,45,68,80,81,83,84,77,73,72,75,76,85,89,87,74,67,71,66,61,22,21,62,23,27,95,92,86,88,94,82,91,57,46,13,11,14,8,5,53,16,7,93,90,40,18,2,78,79,51,50,52,49,42,38,39,48,44,32,10,43,34,33,31,35,28,36,0,29,30,1,4,6,3,9,12,15,19,20,17,25,26,64,65,63,60,70,58,55,69,56,59,24,47,54,-1435.3598649228825,1383.2765315895492,10
87,74,67,71,66,61,22,21,62,23,27,95,92,86,88,94,82,91,57,46,13,11,14,8,5,53,16,7,93,90,40,18,2,78,79,51,50,52,49,42,38,39,48,44,32,10,43,34,33,31,35,28,36,0,29,30,1,4,6,3,9,12,15,19,20,17,25,26,64,65,63,60,70,58,55,69,56,59,24,47,54,41,37,45,68,80,81,83,84,77,73,72,75,76,85,89,-1457.8170375545678,1405.7337042212346,10
40,18,2,78,79,51,50,52,49,42,38,39,48,44,32,10,43,34,33,31,35,28,36,0,29,30,1,4,6,3,9,12,15,19,20,17,25,26,64,65,63,60,70,58,55,69,56,59,24,47,54,41,37,45,68,80,81,83,84,77,73,72,75,76,85,89,87,74,67,71,66,61,22,21,62,23,27,95,92,86,88,94,82,91,57,46,13,11,14,8,5,53,16,7,93,90,-1338.8699368965767,1286.7866035632435,10
66,26,10,15,11,82,79,78,36,41,42,48,51,45,52,50,56,68,69,81,80,90,86,87,85,88,73,74,76,75,70,60,62,61,63,65,67,71,72,58,59,55,54,53,47,49,40,43,44,39,34,33,37,35,28,1,4,6,7,8,3,2,29,30,38,32,31,46,22,21,23,27,20,19,25,18,24,17,16,14,9,13,5,0,12,57,83,89,91,84,77,92,95,64,93,94,-1197.8883574998301,1145.8050241664969,10
77,92,95,64,93,94,66,26,10,15,11,82,79,78,36,41,42,48,51,45,52,50,56,68,69,81,80,90,86,87,85,88,73,74,76,75,70,60,62,61,63,65,67,71,72,58,59,55,54,53,47,49,40,43,44,39,34,33,37,35,28,1,4,6,7,8,3,2,29,30,38,32,31,46,22,21,23,27,20,19,25,18,24,17,16,14,9,13,5,0,12,57,83,89,91,84,-1209.5711259308807,1157.4877925975475,10
79,78,36,41,42,48,51,45,52,50,56,68,69,81,80,90,86,87,85,88,73,74,76,75,70,60,62,61,63,65,67,71,72,58,59,55,54,53,47,49,40,43,44,39,34,33,37,35,28,1,4,6,7,8,3,2,29,30,38,32,31,46,22,21,23,27,20,19,25,18,24,17,16,14,9,13,5,0,12,57,83,89,91,84,77,92,95,64,93,94,66,26,10,15,11,82,-1178.1874277997026,1126.1040944663694,10
89,91,84,77,92,95,64,93,94,66,26,10,15,11,82,79,78,36,41,42,48,51,45,52,50,56,68,69,81,80,90,86,87,85,88,73,74,76,75,70,60,62,61,63,65,67,71,72,58,59,55,54,53,47,49,40,43,44,39,34,33,37,35,28,1,4,6,7,8,3,2,29,30,38,32,31,46,22,21,23,27,20,19,25,18,24,17,16,14,9,13,5,0,12,57,83,-1189.0663246765291,1136.9829913431959,10
50,56,68,69,81,80,90,86,87,85,88,73,74,76,75,70,60,62,61,63,65,67,71,72,58,59,55,54,53,47,49,40,43,44,39,34,33,37,35,28,1,4,6,7,8,3,2,29,30,38,32,31,46,22,21,23,27,20,19,25,18,24,17,16,14,9,13,5,0,12,57,83,89,91,84,77,92,95,64,93,94,66,26,10,15,11,82,79,78,36,41,42,48,51,45,52,-1237.2065950155795,1185.1232616822463,10
44,32,33,36,37,38,34,31,30,35,0,2,1,5,3,9,8,7,12,11,14,16,17,18,22,21,23,24,46,52,50,48,39,49,41,43,51,42,53,55,58,70,75,73,85,84,77,74,83,86,89,88,82,80,81,71,76,91,87,92,94,66,62,61,65,63,67,72,56,57,68,69,54,45,10,6,29,78,79,90,60,26,64,95,93,59,25,19,13,47,4,27,20,15,40,28,-1205.4914356513814,1153.4081023180481,10
79,90,60,26,64,95,93,59,25,19,13,47,4,27,20,15,40,28,44,32,33,36,37,38,34,31,30,35,0,2,1,5,3,9,8,7,12,11,14,16,17,18,22,21,23,24,46,52,50,48,39,49,41,43,51,42,53,55,58,70,75,73,85,84,77,74,83,86,89,88,82,80,81,71,76,91,87,92,94,66,62,61,65,63,67,72,56,57,68,69,54,45,10,6,29,78,-1169.0621415135747,1116.9788081802415,10
36,37,38,34,31,30,35,0,2,1,5,3,9,8,7,12,11,14,16,17,18,22,21,23,24,46,52,50,48,39,49,41,43,51,42,53,55,58,70,75,73,85,84,77,74,83,86,89,88,82,80,81,71,76,91,87,92,94,66,62,61,65,63,67,72,56,57,68,69,54,45,10,6,29,78,79,90,60,26,64,95,93,59,25,19,13,47,4,27,20,15,40,28,44,32,33,-1211.9145098269844,1159.8311764936511,10
3,9,8,7,12,11,14,16,17,18,22,21,23,24,46,52,50,48,39,49,41,43,51,42,53,55,58,70,75,73,85,84,77,74,83,86,89,88,82,80,81,71,76,91,87,92,94,66,62,61,65,63,67,72,56,57,68,69,54,45,10,6,29,78,79,90,60,26,64,95,93,59,25,19,13,47,4,27,20,15,40,28,44,32,33,36,37,38,34,31,30,35,0,2,1,5,-1236.03898190179,1183.9556485684568,10
33,36,37,38,34,31,30,35,0,2,1,5,3,9,8,7,12,11,14,16,17,18,22,21,23,24,46,52,50,48,39,49,41,43,51,42,53,55,58,70,75,73,85,84,77,74,83,86,89,88,82,80,81,71,76,91,87,92,94,66,62,61,65,63,67,72,56,57,68,69,54,45,10,6,29,78,79,90,60,26,64,95,93,59,25,19,13,47,4,27,20,15,40,28,44,32,-1206.9541642092272,1154.870830875894,10
22,21,20,25,26,95,94,92,91,93,75,76,84,86,88,89,87,85,74,73,71,83,90,72,68,54,55,49,42,41,43,39,38,34,33,37,35,28,1,3,5,6,9,12,14,13,7,10,45,52,40,51,50,48,46,32,31,29,30,44,4,11,15,16,18,60,77,82,79,78,70,19,17,8,36,80,2,0,27,23,81,69,58,59,62,65,64,66,63,67,61,57,56,53,47,24,-1220.7417999449558,1168.6584666116225,10
19,17,8,36,80,2,0,27,23,81,69,58,59,62,65,64,66,63,67,61,57,56,53,47,24,22,21,20,25,26,95,94,92,91,93,75,76,84,86,88,89,87,85,74,73,71,83,90,72,68,54,55,49,42,41,43,39,38,34,33,37,35,28,1,3,5,6,9,12,14,13,7,10,45,52,40,51,50,48,46,32,31,29,30,44,4,11,15,16,18,60,77,82,79,78,70,-1185.6057741984619,1133.5224408651286,10
60,77,82,79,78,70,19,17,8,36,80,2,0,27,23,81,69,58,59,62,65,64,66,63,67,61,57,56,53,47,24,22,21,20,25,26,95,94,92,91,93,75,76,84,86,88,89,87,85,74,73,71,83,90,72,68,54,55,49,42,41,43,39,38,34,33,37,35,28,1,3,5,6,9,12,14,13,7,10,45,52,40,51,50,48,46,32,31,29,30,44,4,11,15,16,18,-1168.8716767826684,1116.7883434493351,10
30,44,4,11,15,16,18,60,77,82,79,78,70,19,17,8,36,80,2,0,27,23,81,69,58,59,62,65,64,66,63,67,61,57,56,53,47,24,22,21,20,25,26,95,94,92,91,93,75,76,84,86,88,89,87,85,74,73,71,83,90,72,68,54,55,49,42,41,43,39,38,34,33,37,35,28,1,3,5,6,9,12,14,13,7,10,45,52,40,51,50,48,46,32,31,29,-1233.5719659254005,1181.4886325920672,10
13,7,10,45,52,40,51,50,48,46,32,31,29,30,44,4,11,15,16,18,60,77,82,79,78,70,19,17,8,36,80,2,0,27,23,81,69,58,59,62,65,64,66,63,67,61,57,56,53,47,24,22,21,20,25,26,95,94,92,91,93,75,76,84,86,88,89,87,85,74,73,71,83,90,72,68,54,55,49,42,41,43,39,38,34,33,37,35,28,1,3,5,6,9,12,14,-1233.6525452697906,1181.5692119364574,10
90,11,39,41,42,51,54,55,58,70,74,76,72,84,83,87,85,88,86,81,80,68,50,40,44,43,48,49,52,57,61,59,60,62,26,22,25,24,53,46,56,69,71,77,91,94,67,65,75,92,73,82,66,95,64,63,27,21,18,20,15,19,13,9,12,10,14,16,17,47,32,34,35,37,36,31,29,0,33,1,3,7,2,6,5,4,30,38,28,23,8,45,78,89,79,93,-1288.033521632549,1235.9501882992158,10
81,80,68,50,40,44,43,48,49,52,57,61,59,60,62,26,22,25,24,53,46,56,69,71,77,91,94,67,65,75,92,73,82,66,95,64,63,27,21,18,20,15,19,13,9,12,10,14,16,17,47,32,34,35,37,36,31,29,0,33,1,3,7,2,6,5,4,30,38,28,23,8,45,78,89,79,93,90,11,39,41,42,51,54,55,58,70,74,76,72,84,83,87,85,88,86,-1367.7683180279,1315.6849846945668,10
18,20,15,19,13,9,12,10,14,16,17,47,32,34,35,37,36,31,29,0,33,1,3,7,2,6,5,4,30,38,28,23,8,45,78,89,79,93,90,11,39,41,42,51,54,55,58,70,74,76,72,84,83,87,85,88,86,81,80,68,50,40,44,43,48,49,52,57,61,59,60,62,26,22,25,24,53,46,56,69,71,77,91,94,67,65,75,92,73,82,66,95,64,63,27,21,-1269.8372958607665,1217.7539625274333,10
75,92,73,82,66,95,64,63,27,21,18,20,15,19,13,9,12,10,14,16,17,47,32,34,35,37,36,31,29,0,33,1,3,7,2,6,5,4,30,38,28,23,8,45,78,89,79,93,90,11,39,41,42,51,54,55,58,70,74,76,72,84,83,87,85,88,86,81,80,68,50,40,44,43,48,49,52,57,61,59,60,62,26,22,25,24,53,46,56,69,71,77,91,94,67,65,-1335.2612402841278,1283.1779069507945,10
2,6,5,4,30,38,28,23,8,45,78,89,79,93,90,11,39,41,42,51,54,55,58,70,74,76,72,84,83,87,85,88,86,81,80,68,50,40,44,43,48,49,52,57,61,59,60,62,26,22,25,24,53,46,56,69,71,77,91,94,67,65,75,92,73,82,66,95,64,63,27,21,18,20,15,19,13,9,12,10,14,16,17,47,32,34,35,37,36,31,29,0,33,1,3,7,-1357.4187557075454,1305.3354223742122,10
57,61,70,68,80,82,86,85,88,89,84,81,69,83,90,91,95,59,41,38,37,35,30,28,29,36,0,34,33,31,40,52,23,93,78,49,1,2,4,32,92,13,43,79,94,87,16,19,18,17,25,22,21,20,15,14,11,9,7,8,3,6,12,5,10,45,44,42,39,48,51,54,50,55,58,56,53,47,46,24,26,27,64,67,63,66,75,74,72,73,77,76,71,60,65,62,-1351.5505048172756,1299.4671714839424,10
9,7,8,3,6,12,5,10,45,44,42,39,48,51,54,50,55,58,56,53,47,46,24,26,27,64,67,63,66,75,74,72,73,77,76,71,60,65,62,57,61,70,68,80,82,86,85,88,89,84,81,69,83,90,91,95,59,41,38,37,35,30,28,29,36,0,34,33,31,40,52,23,93,78,49,1,2,4,32,92,13,43,79,94,87,16,19,18,17,25,22,21,20,15,14,11,-1388.1477487946036,1336.0644154612703,10
7,8,3,6,12,5,10,45,44,42,39,48,51,54,50,55,58,56,53,47,46,24,26,27,64,67,63,66,75,74,72,73,77,76,71,60,65,62,57,61,70,68,80,82,86,85,88,89,84,81,69,83,90,91,95,59,41,38,37,35,30,28,29,36,0,34,33,31,40,52,23,93,78,49,1,2,4,32,92,13,43,79,94,87,16,19,18,17,25,22,21,20,15,14,11,9,-1381.8447099921652,1329.761376658832,10
58,56,53,47,46,24,26,27,64,67,63,66,75,74,72,73,77,76,71,60,65,62,57,61,70,68,80,82,86,85,88,89,84,81,69,83,90,91,95,59,41,38,37,35,30,28,29,36,0,34,33,31,40,52,23,93,78,49,1,2,4,32,92,13,43,79,94,87,16,19,18,17,25,22,21,20,15,14,11,9,7,8,3,6,12,5,10,45,44,42,39,48,51,54,50,55,-1351.6698007442465,1299.5864674109132,10
85,88,89,84,81,69,83,90,91,95,59,41,38,37,35,30,28,29,36,0,34,33,31,40,52,23,93,78,49,1,2,4,32,92,13,43,79,94,87,16,19,18,17,25,22,21,20,15,14,11,9,7,8,3,6,12,5,10,45,44,42,39,48,51,54,50,55,58,56,53,47,46,24,26,27,64,67,63,66,75,74,72,73,77,76,71,60,65,62,57,61,70,68,80,82,86,-1403.6926102364162,1351.609276903083,10
7,1,29,30,31,28,0,35,34,33,36,45,37,2,8,13,6,3,16,19,20,18,17,15,22,25,27,23,26,65,75,76,72,70,61,64,95,63,24,67,91,94,77,73,71,85,84,88,86,89,81,83,82,78,79,38,90,92,74,21,32,87,93,80,66,62,60,59,57,53,47,46,48,40,41,39,43,44,42,50,52,56,58,55,69,68,51,54,49,10,14,12,9,11,5,4,-1259.1806987492416,1207.0973654159084,10
65,75,76,72,70,61,64,95,63,24,67,91,94,77,73,71,85,84,88,86,89,81,83,82,78,79,38,90,92,74,21,32,87,93,80,66,62,60,59,57,53,47,46,48,40,41,39,43,44,42,50,52,56,58,55,69,68,51,54,49,10,14,12,9,11,5,4,7,1,29,30,31,28,0,35,34,33,36,45,37,2,8,13,6,3,16,19,20,18,17,15,22,25,27,23,26,-1235.725801024528,1183.6424676911947,10
82,78,79,38,90,92,74,21,32,87,93,80,66,62,60,59,57,53,47,46,48,40,41,39,43,44,42,50,52,56,58,55,69,68,51,54,49,10,14,12,9,11,5,4,7,1,29,30,31,28,0,35,34,33,36,45,37,2,8,13,6,3,16,19,20,18,17,15,22,25,27,23,26,65,75,76,72,70,61,64,95,63,24,67,91,94,77,73,71,85,84,88,86,89,81,83,-1231.157824411164,1179.0744910778308,10
23,26,65,75,76,72,70,61,64,95,63,24,67,91,94,77,73,71,85,84,88,86,89,81,83,82,78,79,38,90,92,74,21,32,87,93,80,66,62,60,59,57,53,47,46,48,40,41,39,43,44,42,50,52,56,58,55,69,68,51,54,49,10,14,12,9,11,5,4,7,1,29,30,31,28,0,35,34,33,36,45,37,2,8,13,6,3,16,19,20,18,17,15,22,25,27,-1222.2509081402081,1170.1675748068749,10
16,19,20,18,17,15,22,25,27,23,26,65,75,76,72,70,61,64,95,63,24,67,91,94,77,73,71,85,84,88,86,89,81,83,82,78,79,38,90,92,74,21,32,87,93,80,66,62,60,59,57,53,47,46,48,40,41,39,43,44,42,50,52,56,58,55,69,68,51,54,49,10,14,12,9,11,5,4,7,1,29,30,31,28,0,35,34,33,36,45,37,2,8,13,6,3,-1178.927403430263,1126.8440700969297,10
7,2,1,30,28,33,34,36,0,29,43,32,37,35,31,39,78,80,69,71,75,76,72,70,67,64,27,65,93,94,91,87,84,73,83,85,74,88,86,89,81,82,79,46,20,26,66,77,61,92,63,18,4,9,95,90,3,53,47,11,16,19,17,21,23,25,24,22,62,60,59,56,55,58,68,57,52,50,51,54,49,40,41,38,48,42,44,45,10,13,15,12,14,8,5,6,-1269.565716292154,1217.4823829588208,10
37,35,31,39,78,80,69,71,75,76,72,70,67,64,27,65,93,94,91,87,84,73,83,85,74,88,86,89,81,82,79,46,20,26,66,77,61,92,63,18,4,9,95,90,3,53,47,11,16,19,17,21,23,25,24,22,62,60,59,56,55,58,68,57,52,50,51,54,49,40,41,38,48,42,44,45,10,13,15,12,14,8,5,6,7,2,1,30,28,33,34,36,0,29,43,32,-1238.4801923610535,1186.3968590277202,10
13,15,12,14,8,5,6,7,2,1,30,28,33,34,36,0,29,43,32,37,35,31,39,78,80,69,71,75,76,72,70,67,64,27,65,93,94,91,87,84,73,83,85,74,88,86,89,81,82,79,46,20,26,66,77,61,92,63,18,4,9,95,90,3,53,47,11,16,19,17,21,23,25,24,22,62,60,59,56,55,58,68,57,52,50,51,54,49,40,41,38,48,42,44,45,10,-1248.957427183808,1196.8740938504748,10
12,14,8,5,6,7,2,1,30,28,33,34,36,0,29,43,32,37,35,31,39,78,80,69,71,75,76,72,70,67,64,27,65,93,94,91,87,84,73,83,85,74,88,86,89,81,82,79,46,20,26,66,77,61,92,63,18,4,9,95,90,3,53,47,11,16,19,17,21,23,25,24,22,62,60,59,56,55,58,68,57,52,50,51,54,49,40,41,38,48,42,44,45,10,13,15,-1271.7925044758865,1219.7091711425533,10
25,24,22,62,60,59,56,55,58,68,57,52,50,51,54,49,40,41,38,48,42,44,45,10,13,15,12,14,8,5,6,7,2,1,30,28,33,34,36,0,29,43,32,37,35,31,39,78,80,69,71,75,76,72,70,67,64,27,65,93,94,91,87,84,73,83,85,74,88,86,89,81,82,79,46,20,26,66,77,61,92,63,18,4,9,95,90,3,53,47,11,16,19,17,21,23,-1272.5453841222156,1220.4620507888824,10
90,81,69,56,68,51,54,50,45,46,47,24,21,25,22,20,18,19,15,14,10,13,8,9,5,2,4,7,6,12,11,44,33,34,31,30,36,0,1,35,32,53,55,80,85,74,65,62,67,66,92,91,75,94,93,26,63,27,64,95,78,79,3,28,17,16,37,23,29,43,41,39,38,48,40,42,49,52,57,58,59,61,60,71,73,72,70,76,77,84,86,87,88,82,89,83,-1206.7944411473927,1154.7111078140595,10
65,62,67,66,92,91,75,94,93,26,63,27,64,95,78,79,3,28,17,16,37,23,29,43,41,39,38,48,40,42,49,52,57,58,59,61,60,71,73,72,70,76,77,84,86,87,88,82,89,83,90,81,69,56,68,51,54,50,45,46,47,24,21,25,22,20,18,19,15,14,10,13,8,9,5,2,4,7,6,12,11,44,33,34,31,30,36,0,1,35,32,53,55,80,85,74,-1175.7408958716367,1123.6575625383034,10
13,8,9,5,2,4,7,6,12,11,44,33,34,31,30,36,0,1,35,32,53,55,80,85,74,65,62,67,66,92,91,75,94,93,26,63,27,64,95,78,79,3,28,17,16,37,23,29,43,41,39,38,48,40,42,49,52,57,58,59,61,60,71,73,72,70,76,77,84,86,87,88,82,89,83,90,81,69,56,68,51,54,50,45,46,47,24,21,25,22,20,18,19,15,14,10,-1175.3046539823636,1123.2213206490303,10
49,52,57,58,59,61,60,71,73,72,70,76,77,84,86,87,88,82,89,83,90,81,69,56,68,51,54,50,45,46,47,24,21,25,22,20,18,19,15,14,10,13,8,9,5,2,4,7,6,12,11,44,33,34,31,30,36,0,1,35,32,53,55,80,85,74,65,62,67,66,92,91,75,94,93,26,63,27,64,95,78,79,3,28,17,16,37,23,29,43,41,39,38,48,40,42,-1160.4206959928317,1108.3373626594985,10
91,75,94,93,26,63,27,64,95,78,79,3,28,17,16,37,23,29,43,41,39,38,48,40,42,49,52,57,58,59,61,60,71,73,72,70,76,77,84,86,87,88,82,89,83,90,81,69,56,68,51,54,50,45,46,47,24,21,25,22,20,18,19,15,14,10,13,8,9,5,2,4,7,6,12,11,44,33,34,31,30,36,0,1,35,32,53,55,80,85,74,65,62,67,66,92,-1215.665821467939,1163.5824881346057,10
47,46,61,73,71,86,72,91,93,89,88,94,21,95,90,48,30,10,6,31,11,79,78,92,28,36,39,40,38,37,33,43,41,44,45,42,49,52,57,56,54,51,55,69,80,82,81,84,83,77,85,87,76,74,70,75,66,65,64,67,62,63,26,27,23,24,53,59,58,68,50,32,34,35,29,0,1,2,7,4,5,9,8,3,13,14,12,15,17,20,18,19,16,25,22,60,-1288.8313612865857,1236.7480279532524,10
69,80,82,81,84,83,77,85,87,76,74,70,75,66,65,64,67,62,63,26,27,23,24,53,59,58,68,50,32,34,35,29,0,1,2,7,4,5,9,8,3,13,14,12,15,17,20,18,19,16,25,22,60,47,46,61,73,71,86,72,91,93,89,88,94,21,95,90,48,30,10,6,31,11,79,78,92,28,36,39,40,38,37,33,43,41,44,45,42,49,52,57,56,54,51,55,-1299.4957982340857,1247.4124649007524,10
24,53,59,58,68,50,32,34,35,29,0,1,2,7,4,5,9,8,3,13,14,12,15,17,20,18,19,16,25,22,60,47,46,61,73,71,86,72,91,93,89,88,94,21,95,90,48,30,10,6,31,11,79,78,92,28,36,39,40,38,37,33,43,41,44,45,42,49,52,57,56,54,51,55,69,80,82,81,84,83,77,85,87,76,74,70,75,66,65,64,67,62,63,26,27,23,-1242.1586076043147,1190.0752742709815,10
3,13,14,12,15,17,20,18,19,16,25,22,60,47,46,61,73,71,86,72,91,93,89,88,94,21,95,90,48,30,10,6,31,11,79,78,92,28,36,39,40,38,37,33,43,41,44,45,42,49,52,57,56,54,51,55,69,80,82,81,84,83,77,85,87,76,74,70,75,66,65,64,67,62,63,26,27,23,24,53,59,58,68,50,32,34,35,29,0,1,2,7,4,5,9,8,-1334.0389285436918,1281.9555952103585,10
70,75,66,65,64,67,62,63,26,27,23,24,53,59,58,68,50,32,34,35,29,0,1,2,7,4,5,9,8,3,13,14,12,15,17,20,18,19,16,25,22,60,47,46,61,73,71,86,72,91,93,89,88,94,21,95,90,48,30,10,6,31,11,79,78,92,28,36,39,40,38,37,33,43,41,44,45,42,49,52,57,56,54,51,55,69,80,82,81,84,83,77,85,87,76,74,-1324.5867187867748,1272.5033854534415,10
56,70,60,61,59,23,19,15,4,2,44,36,1,0,40,69,81,86,89,87,83,84,85,73,76,74,91,77,88,75,67,66,63,62,26,71,65,93,72,64,54,78,79,80,92,13,12,94,5,95,90,82,6,3,7,9,8,11,10,14,16,20,17,18,25,21,27,22,24,47,49,52,50,51,41,39,38,34,37,30,29,35,33,28,31,43,32,42,45,48,46,57,53,58,55,68,-1309.0521118331023,1256.968778499769,10
61,59,23,19,15,4,2,44,36,1,0,40,69,81,86,89,87,83,84,85,73,76,74,91,77,88,75,67,66,63,62,26,71,65,93,72,64,54,78,79,80,92,13,12,94,5,95,90,82,6,3,7,9,8,11,10,14,16,20,17,18,25,21,27,22,24,47,49,52,50,51,41,39,38,34,37,30,29,35,33,28,31,43,32,42,45,48,46,57,53,58,55,68,56,70,60,-1281.5874903905128,1229.5041570571796,10
83,84,85,73,76,74,91,77,88,75,67,66,63,62,26,71,65,93,72,64,54,78,79,80,92,13,12,94,5,95,90,82,6,3,7,9,8,11,10,14,16,20,17,18,25,21,27,22,24,47,49,52,50,51,41,39,38,34,37,30,29,35,33,28,31,43,32,42,45,48,46,57,53,58,55,68,56,70,60,61,59,23,19,15,4,2,44,36,1,0,40,69,81,86,89,87,-1345.2672163592936,1293.1838830259603,10
5,95,90,82,6,3,7,9,8,11,10,14,16,20,17,18,25,21,27,22,24,47,49,52,50,51,41,39,38,34,37,30,29,35,33,28,31,43,32,42,45,48,46,57,53,58,55,68,56,70,60,61,59,23,19,15,4,2,44,36,1,0,40,69,81,86,89,87,83,84,85,73,76,74,91,77,88,75,67,66,63,62,26,71,65,93,72,64,54,78,79,80,92,13,12,94,-1339.8088920378184,1287.7255587044851,10
81,86,89,87,83,84,85,73,76,74,91,77,88,75,67,66,63,62,26,71,65,93,72,64,54,78,79,80,92,13,12,94,5,95,90,82,6,3,7,9,8,11,10,14,16,20,17,18,25,21,27,22,24,47,49,52,50,51,41,39,38,34,37,30,29,35,33,28,31,43,32,42,45,48,46,57,53,58,55,68,56,70,60,61,59,23,19,15,4,2,44,36,1,0,40,69,-1333.922876242942,1281.8395429096088,10
64,95,92,76,77,85,83,81,69,68,57,47,24,20,21,27,22,18,19,17,25,62,66,71,73,70,74,86,87,90,88,89,82,84,67,93,91,75,94,80,72,52,44,46,38,36,31,35,37,33,30,29,1,28,4,6,8,9,5,7,2,11,13,10,12,45,15,26,23,14,0,79,78,55,34,3,16,51,49,42,48,40,43,32,39,41,50,56,54,53,59,61,58,60,63,65,-1272.1615141119998,1220.0781807786666,10
57,47,24,20,21,27,22,18,19,17,25,62,66,71,73,70,74,86,87,90,88,89,82,84,67,93,91,75,94,80,72,52,44,46,38,36,31,35,37,33,30,29,1,28,4,6,8,9,5,7,2,11,13,10,12,45,15,26,23,14,0,79,78,55,34,3,16,51,49,42,48,40,43,32,39,41,50,56,54,53,59,61,58,60,63,65,64,95,92,76,77,85,83,81,69,68,-1234.8509835606408,1182.7676502273075,10
25,62,66,71,73,70,74,86,87,90,88,89,82,84,67,93,91,75,94,80,72,52,44,46,38,36,31,35,37,33,30,29,1,28,4,6,8,9,5,7,2,11,13,10,12,45,15,26,23,14,0,79,78,55,34,3,16,51,49,42,48,40,43,32,39,41,50,56,54,53,59,61,58,60,63,65,64,95,92,76,77,85,83,81,69,68,57,47,24,20,21,27,22,18,19,17,-1273.109819854714,1221.0264865213808,10
71,73,70,74,86,87,90,88,89,82,84,67,93,91,75,94,80,72,52,44,46,38,36,31,35,37,33,30,29,1,28,4,6,8,9,5,7,2,11,13,10,12,45,15,26,23,14,0,79,78,55,34,3,16,51,49,42,48,40,43,32,39,41,50,56,54,53,59,61,58,60,63,65,64,95,92,76,77,85,83,81,69,68,57,47,24,20,21,27,22,18,19,17,25,62,66,-1253.1984493162065,1201.1151159828732,10
30,29,1,28,4,6,8,9,5,7,2,11,13,10,12,45,15,26,23,14,0,79,78,55,34,3,16,51,49,42,48,40,43,32,39,41,50,56,54,53,59,61,58,60,63,65,64,95,92,76,77,85,83,81,69,68,57,47,24,20,21,27,22,18,19,17,25,62,66,71,73,70,74,86,87,90,88,89,82,84,67,93,91,75,94,80,72,52,44,46,38,36,31,35,37,33,-1279.7597364793826,1227.6764031460493,10
11,4,29,7,9,17,13,81,79,95,52,50,48,40,38,42,51,45,41,43,44,33,32,39,37,34,31,30,0,35,36,28,2,3,1,5,8,6,12,14,15,18,16,21,25,26,64,65,67,66,63,62,58,55,56,54,57,53,24,22,27,60,71,72,74,76,75,73,85,84,83,88,89,87,77,86,70,69,59,68,80,78,49,23,20,19,47,46,61,91,92,90,93,94,82,10,-1270.0606001563956,1217.9772668230623,10
